Pharmacy,Populations,Disability,Insurance,Poverty,Work
TROUTMAN 1ST RX PHARMACY,"[['37097061201', '37097061202', '37097061205', '37097061301', '37097061302', '37097061202']]",[0.12634598904579158],[0.9094228548008495],[0.052751863924169196],[0.8164820350507004]
FORSYTH HEALTHCARE PHARMACY,[['37067002100']],[0.07256554307116105],[0.8974719101123596],[0.12734082397003746],[0.799396681749623]
BI-LO - 279,[['37119005710']],[0.07776014509181592],[0.8975289050102018],[0.11465694096193299],[0.7914836093274755]
CUSTOM CARE PHARMACY INCORPORATED,"[['37081011904', '37081015706', '37081012703']]",[0.10422503001543651],[0.9029786747470128],[0.128483946660562],[0.7777671755725191]
WARRENSVILLE DRUG STORE,"[['37009970200', '37009970300', '37009970400', '37009970400']]",[0.18229898908750083],[0.9183236258954275],[0.10649698593436034],[0.7702137283727242]
WAKEMED RALEIGH CAMPUS OUTPATIENT PHARMACY,"[['37183052001', '37183052001']]",[0.13125322331098505],[0.8017019082001031],[0.29049844236760125],[0.7425443563608909]
WAYNE PHARMACY,[['37191001900']],[0.1329394387001477],[0.9153126538650911],[0.3249630723781389],[0.7287384119306731]
GRAHAM DRUG COMPANY,[['37061090705']],[0.15675675675675677],[0.974903474903475],[0.1138996138996139],[0.8700564971751412]
PHARMACARE SERVICES,"[['37001020100', '37001020100']]",[0.19744318181818182],[0.8835227272727273],[0.32078598484848486],[0.7196667873958711]
RITE AID - 11486,"[['37119003809', '37119003810', '37119003809']]",[0.11459981677354876],[0.8364287498958941],[0.17177506437411746],[0.7564480471628593]
RITE AID - 11550,"[['37027030500', '37027030100']]",[0.21865457573794764],[0.8303877116683631],[0.16814732555987413],[0.7044858948666564]
BURKE PHARMACY,[['37023020500']],[0.21377072819033885],[0.839942321557318],[0.23035328046142753],[0.7772277227722773]
RITE AID - 11480,"[['37119005604', '37119005622', '37119005623', '37119005623']]",[0.056125338199207196],[0.9132322406090732],[0.22640093395597063],[0.7979891614375356]
WALGREENS - 6935,[['37183052001']],[0.13125322331098505],[0.8017019082001031],[0.29049844236760125],[0.7425443563608909]
WAL-MART - 1666,"[['37119001701', '37119001701']]",[0.05074142724745134],[0.8032900834105653],[0.3566385789114097],[0.9213082901554405]
RITE AID - 11474,"[['37119003022', '37119002909']]",[0.05572104433152269],[0.9798493078675311],[0.046434203609602244],[0.917480633209835]
CVS - 6988,"[['37183053803', '37183053804', '37183053902', '37183053803']]",[0.05829544800598492],[0.9728376589745066],[0.02082853855005754],[0.7950996230479268]
WHITLEY DRUGS INCORPORATED,"[['37089931600', '37089932000', '37089931200']]",[0.17998779743746188],[0.8787588250675499],[0.09587727708533078],[0.7993048209158229]
BIG VALUE DISCOUNT DRUG CENTER,"[['37133000203', '37133000204', '37133000206', '37133000207', '37133000303', '37133000203']]",[0.12980635597146298],[0.9268507365885296],[0.10346516468715562],[0.733693860054079]
WAL-MART SUPERCENTER - 5063,"[['37119005866', '37119005866']]",[0.04112239961296565],[0.8906627963231737],[0.057329462989840346],[0.901716992303138]
RITE AID - 11329,"[['37001020701', '37001020701']]",[0.1394222142472636],[0.953884801722591],[0.13529517315628925],[0.7881379310344827]
CVS - 4391,"[['37063002031', '37063002032', '37063002031']]",[0.06402318535107364],[0.8259781319984192],[0.2149806743969079],[0.7487736510161177]
VILLAGE PRESCRIPTION CENTER,"[['37047930200', '37047931302', '37047930300']]",[0.13604741046122135],[0.851971141458387],[0.21741397288842546],[0.6246458923512748]
RITE AID - 11392,"[['37183052602', '37183054004']]",[0.13125354509359047],[0.9140102098695405],[0.10343654304185097],[0.8468376068376068]
MONCURE COMMUNITY HEALTH CENTER,"[['37037020702', '37105030703', '37105030704', '37105030703']]",[0.21973174903231615],[0.9255558556125664],[0.09979153448744675],[0.738867339022498]
UNITED STATES COAST GUARD AIR STATION ELIZABETH CITY,"[['37053110302', '37139960701', '37139960702', '37139960701']]",[0.1177886026175245],[0.8805681084570691],[0.06239917031574095],[0.7751576638332877]
MURDOCH DEVELOPMENTAL CENTER,"[['37077970701', '37077970702', '37077970702']]",[0.21288188363494842],[0.9000778361548939],[0.12641105488516932],[0.7518190446061372]
WALGREENS - 9434,"[['37101040904', '37101040700']]",[0.16510267917856658],[0.8761049911600707],[0.17883856929144568],[0.690587320108907]
BEULAVILLE PHARMACY,"[['37061090503', '37061090505', '37061090503']]",[0.21248947178438216],[0.8268559740103477],[0.20598570216890827],[0.7222747024371812]
WALGREENS - 9084,"[['37119005712', '37119005709']]",[0.08149910767400356],[0.9206424747174301],[0.021632604278713996],[0.8614372109569548]
CAROLINA INFUSION CARE,"[['37119005930', '37119005932', '37119005932']]",[0.1007043123687137],[0.9152353886074386],[0.0430290506867631],[0.8306508047585724]
TABLE ROCK PHARMACY,[['37023020600']],[0.1459993072393488],[0.857637686179425],[0.35902320748181504],[0.7811280595956013]
CENTER STREET PHARMACY,"[['37057061400', '37057061904', '37057061400']]",[0.16754109828611402],[0.794450273988574],[0.37740468695348023],[0.49314184282717444]
RITE AID - 11450,[['37045950500']],[0.1823040380047506],[0.8643111638954869],[0.2324955116696589],[0.689094107299912]
BRYAN DRUGS,"[['37065021000', '37065021000']]",[0.1471861471861472],[0.9513819513819514],[0.2590742590742591],[0.6792782305005821]
WAL-MART - 1614,"[['37063001801', '37063001801']]",[0.13433002342965525],[0.7925917661497267],[0.16501171482762467],[0.7406456346294937]
HARRIS TEETER - 129,"[['37179020317', '37179020317']]",[0.07021757558632383],[0.9643967222379203],[0.03160592255125285],[0.8805736051982971]
CVS - 5597,"[['37049960402', '37049960403', '37049960402']]",[0.12097591394496843],[0.9214280146542988],[0.12780964191598201],[0.8171351674641149]
RITE AID - 11340,"[['37057061600', '37057061203']]",[0.20133296306581505],[0.885448486531519],[0.19411518616650397],[0.6951739618406285]
RITE AID - 11452,"[['37179020319', '37179020319']]",[0.10936051899907322],[0.929255483472351],[0.019462465245597776],[0.8031764038570618]
HEMOPHILIA FIRST LIMITED LIABILITY COMPANY,"[['37081016010', '37081016102']]",[0.09755702960685973],[0.8611875101116324],[0.19042226176994015],[0.8149100257069408]
INGLES MARKETS - 13,"[['37199960101', '37199960300', '37199960200']]",[0.1973896092889228],[0.8850750063564709],[0.1549427238014425],[0.7179875738748295]
RITE AID - 11318,"[['37197050402', '37197050503', '37197050503']]",[0.13903290657073325],[0.846788699608507],[0.09254334645250505],[0.8039280409308467]
RITE AID - 11493,"[['37119005307', '37119005404', '37119005535']]",[0.08070287031883597],[0.806790172537171],[0.19960364645263576],[0.7434822035819542]
A1 PHARMACY AND SURGICAL SUPPLY,"[['37057061202', '37057061203', '37057061203']]",[0.2016402210732751],[0.9392048493492601],[0.12430889958979846],[0.6981440237564959]
WAL-MART SUPERCENTER - 1379,[['37147000501']],[0.08591572388916216],[0.9162157730775538],[0.2705187130663165],[0.7330631152287204]
WAL-MART SUPERCENTER - 4477,"[['37057060101', '37057060103', '37067003313', '37081014409', '37081016303', '37081014409']]",[0.13085279739272135],[0.9414448669201521],[0.07140499504896028],[0.7796610169491526]
CVS - 5593,"[['37081012612', '37081012612']]",[0.16122250970245797],[0.8753234152652005],[0.2802393272962484],[0.7273439540349961]
RITE AID - 11460,"[['37119005824', '37119005868', '37119005826']]",[0.06706966033390904],[0.8722893878334292],[0.20026959368380512],[0.7852666972336848]
SAM'S CLUB - 6570,"[['37183052704', '37183054008', '37183054015', '37183052704']]",[0.07891372393422387],[0.7546179958559274],[0.23334655909712118],[0.8026944518184231]
CVS - 4126,[['37013930400']],[0.26706349206349206],[0.9486111111111111],[0.33652121936640766],[0.633311170212766]
CVS - 7564,"[['37179020601', '37179020701', '37179020702', '37179020602']]",[0.11753461458979128],[0.8339532961355652],[0.20176259983475628],[0.7377562196839306]
WALGREENS - 9898,"[['37047930800', '37047930900']]",[0.13338310314794077],[0.8867736717680726],[0.2017204837302082],[0.6493427704752275]
INGLES MARKET - 11,[['37089931100']],[0.12294673967147834],[0.8227974116475859],[0.08611249377799901],[0.8028169014084507]
AULANDER PHARMACY INCORPORATED,"[['37015960200', '37015960300', '37091950300', '37091950300']]",[0.1830326817118273],[0.8979545626084987],[0.20947273001964042],[0.7166605097894349]
CASHIERS VALLEY PHARMACY,"[['37099950700', '37099950900', '37099950900']]",[0.056358967428030815],[0.8999864846600892],[0.08906609001216381],[0.8514173998044966]
CLINIC PHARMACY,[['37051001606']],[0.15306122448979592],[0.8417122946739671],[0.14085623678646936],[0.7168141592920354]
CVS - 2714,"[['37183052701', '37183052701']]",[0.08299566857621908],[0.6551627777001537],[0.1329240434037693],[0.8109287346769167]
CVS - 7500,[['37085070500']],[0.1646897025958398],[0.8672855423757951],[0.14095928226363008],[0.7212925562608193]
SNEADS FERRY FAMILY PHARMACY,"[['37133000403', '37133000404', '37133000405', '37133990100', '37133000405']]",[0.11725630691147933],[0.9201373339304374],[0.08676028084252758],[0.8088041383507455]
CVS - 3214,"[['37101041107', '37101041112']]",[0.08825396825396825],[0.9010430839002268],[0.062494331065759634],[0.831334007804596]
CHAPEL HILL COMPOUNDING,"[['37135011902', '37135011902']]",[0.06328059950041633],[0.9627393838467944],[0.1315570358034971],[0.7095343680709535]
THE UNIVERSITY OF NORTH CAROLINA HEMOPHILIA TREATMENT CENTER PHARMACY,"[['37135011601', '37135011601']]",[0.036626916524701875],[0.969335604770017],[1.0],[0.6737649063032368]
EASTGATE PHARMACY,"[['37099950200', '37099950300', '37099950400']]",[0.1781783378529271],[0.8310735364491945],[0.17156511350059736],[0.7551330798479088]
WALGREENS - 9730,[['37151030201']],[0.20253968253968255],[0.8476190476190476],[0.2092063492063492],[0.7787703625853915]
HARRIS TEETER - 340,"[['37119006407', '37119006407']]",[0.06359649122807018],[0.9817251461988304],[0.018812606889811873],[0.8746345029239766]
CVS - 3831,"[['37069060100', '37069060200', '37069060301', '37069060302']]",[0.1829515251234021],[0.8993165422098468],[0.14063324538258576],[0.7289309403043308]
BAYBORO PHARMACY,"[['37137950103', '37137950202', '37137950203', '37137950204', '37137950103']]",[0.20960236886632827],[0.8956218274111675],[0.1269874920500318],[0.5763377515954835]
BI-LO - 26,"[['37025040501', '37025040502', '37025041503', '37025042201', '37025042101']]",[0.09049740163325909],[0.8976243504083148],[0.13872789418932976],[0.7994327390599676]
RITE AID - 11326,"[['37057060301', '37057060302', '37067003703']]",[0.1313108444645687],[0.9006678741227078],[0.061470538291730346],[0.7883311883311883]
JONES DRUG STORE INCORPORATED,[['37077970400']],[0.15896671634376552],[0.849478390461997],[0.24764033780427222],[0.7029580936729664]
RITE AID - 11458,[['37097061403']],[0.11811577220529647],[0.9784391844387157],[0.07197513151602104],[0.8661475713756025]
WAL-MART SUPERCENTER - 1156,"[['37097061403', '37097061403']]",[0.11811577220529647],[0.9784391844387157],[0.07197513151602104],[0.8661475713756025]
CVS - 7354,"[['37169070503', '37169070505', '37169070506', '37169070506']]",[0.18986438258386867],[0.8788008565310492],[0.1046395431834404],[0.7540907508413601]
MAST LONG TERM CARE PHARMACY,"[['37181960100', '37181960200', '37181960500']]",[0.20973532604157968],[0.9270268013692912],[0.1723302997411706],[0.708886208283072]
CVS - 4298,"[['37129012106', '37129012108', '37129990100', '37129012108']]",[0.15092487731219328],[0.887353718384296],[0.07759068318374007],[0.7722148541114059]
HIGHLANDS PHARMACY,"[['37113970502', '37113970501']]",[0.10271480548558634],[0.8760145535964176],[0.10641891891891891],[0.7948717948717948]
MADISON PHARMACY AND HOME CARE INCORPORATED,"[['37157041001', '37157041002', '37157040800']]",[0.09979692486219902],[0.8790977661734842],[0.21181765389082463],[0.7203722390402512]
RITE AID - 11333,[['37081013602']],[0.1298434693353862],[0.8211444701052092],[0.22527187985499741],[0.8218623481781376]
CARE FIRST PHARMACY,"[['37157041502', '37157041502']]",[0.17341430499325236],[0.9067139001349528],[0.2700656234225139],[0.5965688987271721]
CVS - 4165,"[['37175960202', '37175960301']]",[0.16958666439870726],[0.9084878380676986],[0.12317210348706412],[0.8159276546091015]
COPPER CREEK PHARMACY,"[['37119005834', '37119005835', '37119005834']]",[0.10438521066208083],[0.933104041272571],[0.06955922865013774],[0.7765449438202248]
TERMINAL DRUG STORE INCORPORATED,"[['37195000200', '37195000801', '37195000200']]",[0.18495684340320592],[0.730209617755857],[0.61134401972873],[0.5817869415807561]
WAL-MART - 1821,"[['37119001922', '37119005617', '37119005626', '37119001917']]",[0.08119905000320946],[0.7962000128377945],[0.1666345721804994],[0.7464883586684625]
CVS - 3185,"[['37119000401', '37119000402', '37119000401']]",[0.061865189289012],[0.9761772853185595],[0.07663896583564174],[0.9319648093841643]
CVS - 3559,"[['37149920101', '37161960201', '37161960202', '37161960203', '37161960400', '37161960501', '37161960503']]",[0.22708816705336426],[0.88915313225058],[0.1555335738391714],[0.6707967975600457]
SUMMERFIELD PHARMACY,[['37081015800']],[0.11572298669072863],[0.9697721633205504],[0.08019399954883825],[0.7721363316936051]
RITE AID - 11477,"[['37119002004', '37119002005', '37119002006', '37119002008', '37119002907', '37119002908', '37119002005']]",[0.06142955941580896],[0.9471949879988609],[0.03844432691916521],[0.8407979659690984]
CVS - 5588,"[['37109070902', '37035011506']]",[0.12999309596607161],[0.9496991813788342],[0.0536318407960199],[0.8073640960809102]
WALGREENS - 2700,[['37179020406']],[0.09857670005271481],[0.7011070110701108],[0.11411172888535875],[0.6159116863342216]
TABOR CITY MEDICINE MART / MEDICINE MART VITAL CARE,"[['37047931202', '37047931201']]",[0.2277314611671786],[0.9192628345765687],[0.250987275120667],[0.6181360201511334]
WAL-MART SUPERCENTER - 1288,"[['37145920601', '37145920400']]",[0.21868463862421567],[0.8745061584940739],[0.2826137418755803],[0.7429423459244533]
CVS - 7007,"[['37021003201', '37021003201']]",[0.10294117647058823],[0.9242081447963801],[0.02771493212669683],[0.7741935483870968]
CVS - 427,"[['37101041106', '37101041504', '37101041505', '37101041506', '37101041507', '37101041509', '37101041511', '37101041509']]",[0.10713658245194842],[0.8938472890825397],[0.0980467926649336],[0.7924655754741491]
HARRIS TEETER - 137,"[['37037020103', '37037020104', '37037020108', '37037020105']]",[0.10042060988433228],[0.9721345951629863],[0.03616502280199385],[0.818164544936348]
RITE AID - 11324,"[['37067003309', '37067003310', '37067003403', '37067003404', '37067003404']]",[0.10172596663773985],[0.8305852858933565],[0.3432063263838965],[0.7533259423503326]
CVS - 3896,"[['37119006005', '37119006009', '37119006011', '37119006011']]",[0.12980385903364694],[0.9149258491468665],[0.11768457981183224],[0.7736379613356766]
CVS - 7382,"[['37019020204', '37019020305']]",[0.13336745138178097],[0.8880245649948822],[0.07909546710324362],[0.7072938487907066]
CVS - 6033,"[['37081015901', '37081015902', '37081015902']]",[0.08273636656986125],[0.9477250726040658],[0.06395611487576637],[0.7683393891780418]
RITE AID - 11555,"[['37021003105', '37021003205', '37021003103']]",[0.2129420617005267],[0.9115124153498871],[0.11278553299492386],[0.742533718689788]
REALO DICOUNT DRUGS,"[['37141920104', '37141920105', '37141920201', '37141920105']]",[0.16542280485430594],[0.9247193198779934],[0.09038350356523416],[0.7609553257276895]
GO PHARMACY,"[['37017950602', '37047930300', '37047930300']]",[0.16535827626524136],[0.9021212627359279],[0.15320842314707345],[0.6722474460839954]
WALGREENS - 9558,"[['37057060303', '37067004014', '37067004015', '37067004014']]",[0.1279964107165748],[0.9137290091013972],[0.08294901357929797],[0.811442633035989]
WAL-MART SUPERCENTER - 1290,"[['37193960700', '37193960801', '37193960802', '37193960902', '37193961001', '37193960700']]",[0.18137508626639062],[0.8586956521739131],[0.20604085180356366],[0.7448435020914467]
CVS - 5537,[['37089931300']],[0.1675430210325048],[0.8271988527724665],[0.2447418738049713],[0.7718446601941747]
PHARMACY LAND,"[['37157040200', '37157040200']]",[0.1899895178197065],[0.8383123689727463],[0.25471698113207547],[0.6915559030492572]
INGLES MARKETS - 127,"[['37149920202', '37161960301', '37161960302', '37161960302']]",[0.17120894479385046],[0.9295946890286513],[0.14032002813434147],[0.6507387613957875]
RITE AID - 11384,"[['37183054203', '37183054212']]",[0.16622329013987813],[0.9497125203810177],[0.1035074178886888],[0.816388085962046]
CAROLINAS MEDICAL CENTER - MORROCROFT MEDICAL PLAZA,"[['37119003006', '37119002903']]",[0.0660092807424594],[0.9417633410672854],[0.03392774432607689],[0.8301030207787673]
